,calibrate_trial,perturbed,avg_residual,sensor,col_trial
311,L3CX_R2_P2,Perturbed,4.287166602301409,VL53L3CX,R2_P2
312,L3CX_R2_P2,Perturbed,2.2811864778939963,VL53L3CX,R2_P2
313,L3CX_R2_P2,Perturbed,1.8833295936128351,VL53L3CX,R2_P2
314,L3CX_R2_P2,Perturbed,1.5344919141525608,VL53L3CX,R2_P2
315,L3CX_R2_P2,Perturbed,2.7618290683841535,VL53L3CX,R2_P2
316,L3CX_R2_P2,Perturbed,2.9600339594751297,VL53L3CX,R2_P2
317,L3CX_R2_P2,Perturbed,11.894765873269037,VL53L3CX,R2_P2
318,L3CX_R2_P2,Perturbed,9.149982085577664,VL53L3CX,R2_P2
319,L3CX_R2_P2,Perturbed,8.647538407109812,VL53L3CX,R2_P2
320,L3CX_R2_P2,Perturbed,7.85061906325346,VL53L3CX,R2_P2
321,L3CX_R2_P2,Perturbed,1.4394667523214035,VL53L3CX,R2_P2
322,L3CX_R2_P2,Perturbed,3.9198052507830545,VL53L3CX,R2_P2
323,L3CX_R2_P2,Perturbed,8.363905944815778,VL53L3CX,R2_P2
324,L3CX_R2_P2,Perturbed,4.724457570922759,VL53L3CX,R2_P2
325,L3CX_R2_P2,Perturbed,2.6720317376694482,VL53L3CX,R2_P2
326,L3CX_R2_P2,Perturbed,2.8099372522676,VL53L3CX,R2_P2
327,L3CX_R2_P2,Perturbed,1.1373254754631656,VL53L3CX,R2_P2
328,L3CX_R2_P2,Perturbed,2.5855428949837767,VL53L3CX,R2_P2
329,L3CX_R2_P2,Perturbed,9.739910030736201,VL53L3CX,R2_P2
330,L3CX_R2_P2,Perturbed,8.23004319628064,VL53L3CX,R2_P2
331,L3CX_R2_P2,Perturbed,9.089433773105863,VL53L3CX,R2_P2
332,L3CX_R2_P2,Perturbed,9.44282869512877,VL53L3CX,R2_P2
333,L3CX_R2_P2,Perturbed,7.242710121176974,VL53L3CX,R2_P2
334,L3CX_R2_P2,Perturbed,8.517112456581218,VL53L3CX,R2_P2
