,dist_noise,p_error
116,5.0,29.41866293941031
117,5.0,29.960481151237982
118,5.0,7.084049927513225
119,5.0,11.07939255318505
120,5.0,20.542490204405613
121,5.0,4.901067339002064
122,5.0,15.542426487282004
123,5.0,2.688056851645091
124,5.0,19.812698051506302
125,5.0,23.073750878085434
126,5.0,22.737438111505544
127,5.0,21.317435562086615
128,5.0,10.813095518643856
129,5.0,13.430585449405902
130,5.0,12.434069565096541
131,5.0,23.62735447775723
132,5.0,6.328270466407092
133,5.0,13.208590405416007
134,5.0,15.281299779791343
135,5.0,30.573249346319496
136,5.0,7.619151156761159
137,5.0,16.340622673119586
138,5.0,14.46211161760263
139,5.0,30.12939093842498
140,5.0,13.177040010062878
141,5.0,16.52757039413222
142,5.0,12.468386532628738
143,5.0,4.4484771268025565
144,5.0,14.443639389293997
145,5.0,9.3710159358729
146,5.0,19.78148201056635
147,5.0,23.46838058451315
148,5.0,7.187297098275767
149,5.0,19.99977182870207
150,7.0,9.023247329653
151,7.0,9.908935968697751
152,7.0,5.019009058050219
153,7.0,3.6313325620571866
154,7.0,3.8403860258698788
155,7.0,29.444514091955973
156,7.0,15.37353117273327
157,7.0,4.081309899965767
158,7.0,15.034781087091936
159,7.0,15.799227532523567
160,7.0,19.24115689599485
161,7.0,10.141119434753746
162,7.0,7.763227505957666
163,7.0,11.385620984449936
164,7.0,2.7542394832250117
165,7.0,10.280437909782362
166,7.0,3.470341709305224
167,7.0,5.082258723065572
168,7.0,8.425705988991274
169,7.0,9.064968374156903
170,7.0,11.719415672773449
171,7.0,6.468727412580072
172,7.0,12.949003333774302
173,7.0,14.257268118148737
174,7.0,8.177901087473524
175,7.0,7.571377882622973
176,7.0,7.353898215785971
177,7.0,3.7688572279969965
178,7.0,20.804311090530906
179,7.0,7.75010512101512
180,7.0,5.161371726797078
181,7.0,7.59302637468981
182,7.0,12.26614914657462
183,7.0,16.385376542869622
184,7.0,16.930054526805694
185,7.0,9.232024097975357
186,7.0,9.153397216055511
187,7.0,3.1864098424434006
188,7.0,11.055470809533206
189,7.0,10.47326075480326
190,7.0,18.824729829505877
191,7.0,2.028085408810856
192,7.0,7.8022848844164505
193,7.0,0.8138433301797634
194,7.0,10.244712232805549
195,7.0,2.6591981981978936
196,7.0,4.69936272339749
197,7.0,8.265627455767858
198,7.0,13.405712499271013
199,7.0,6.607622171775817
200,9.0,7.1265159786493175
201,9.0,2.2031757656484134
202,9.0,4.466447740952186
203,9.0,8.595980439211798
204,9.0,2.9080818601929095
205,9.0,7.908042630646499
206,9.0,3.23444347241695
207,9.0,13.657471655105411
208,9.0,4.925335174424209
209,9.0,6.145129713152726
210,9.0,8.313829911522125
211,9.0,16.59879081004216
212,9.0,4.337585686387007
213,9.0,10.356402050260993
214,9.0,4.458890228273928
215,9.0,11.099710697807744
216,9.0,15.907610293001731
217,9.0,6.547906290624873
218,9.0,4.736688490146658
219,9.0,17.91992174343961
220,9.0,4.0893079517054645
221,9.0,9.191648832470898
222,9.0,8.32623420737077
223,9.0,3.798422897357562
224,9.0,2.781903760780672
225,9.0,6.6989037698944776
226,9.0,13.511796593932281
227,9.0,3.9401091651488103
228,9.0,4.426521725609317
229,9.0,10.255631620196116
230,9.0,14.212148361648973
231,9.0,1.2988521059224003
232,9.0,5.530772332860998
233,9.0,11.406854347412851
234,9.0,3.893827421215554
235,9.0,7.314305662830708
236,9.0,4.475178770185236
237,9.0,4.423183071665846
238,9.0,3.723586719042658
239,9.0,10.701578736551744
240,9.0,5.008455018140426
241,9.0,2.194600407638522
242,9.0,8.704693232549458
243,9.0,4.37339983685843
244,9.0,6.253866364104748
245,9.0,9.109238567265265
246,9.0,2.753996235263752
247,9.0,1.8872678647047734
248,9.0,6.470551431123781
249,9.0,8.693392165661132
250,11.0,6.802697065527538
251,11.0,9.448576645993848
252,11.0,2.6331143605407883
253,11.0,11.919681414829844
254,11.0,6.6004610832982005
255,11.0,2.9794226049558525
256,11.0,6.601405530550216
257,11.0,9.220169335993011
258,11.0,7.945697445675704
259,11.0,5.444296578460911
260,11.0,2.077670415299152
261,11.0,2.523714239107794
262,11.0,5.891311627799622
263,11.0,6.8846210453119685
264,11.0,8.84100504790733
265,11.0,2.354701183303541
266,11.0,4.581365875011291
267,11.0,4.46705581825914
268,11.0,5.667894351292714
269,11.0,6.260218506175184
270,11.0,6.983693903361268
271,11.0,9.436506382803177
272,11.0,7.24285264619361
273,11.0,5.355124471849538
274,11.0,3.2203672788987716
275,11.0,14.462207938670181
276,11.0,11.794263111223255
277,11.0,4.798733594420102
278,11.0,8.655442863951649
279,11.0,6.860670796072878
280,11.0,4.971093954212483
281,11.0,13.904610279536715
282,11.0,3.4964760161348276
283,11.0,4.301422382332165
284,11.0,9.062533338695387
285,11.0,1.332042709382924
286,11.0,3.416016267773207
287,11.0,14.984535638907735
288,11.0,5.997078305911846
289,11.0,5.267153342613682
290,11.0,7.429591176281859
291,11.0,4.028481161957221
292,11.0,6.518008414252147
293,11.0,4.195202013949488
294,11.0,5.522352384817584
295,11.0,19.606112089543174
296,11.0,14.174835216807251
297,11.0,3.3584532032884438
298,11.0,7.622156974186081
299,11.0,8.367849272550808
